Gene	s1_p16_neg_PBS	s2_p16_neg_PBS	s3_p16_neg_PBS	s4_p16_neg_PBS	s1_p16_pos_PBS	s2_p16_pos_PBS	s3_p16_pos_PBS	s4_p16_pos_PBS	s1_p16_neg_LPS	s2_p16_neg_LPS	s3_p16_neg_LPS	s4_p16_neg_LPS	s1_p16_pos_LPS	s2_p16_pos_LPS	s3_p16_pos_LPS	s4_p16_pos_LPS
Slc22a13b	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	4
Slc22a14	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
Slc22a15	0	0	1	1	0	0	1	3	0	0	1	0	0	2	0	5
Slc22a16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a17	0	0	0	2	0	0	2	5	0	1	0	0	3	7	0	14
Slc22a18	1	2	2	16	1	2	12	9	1	10	6	16	6	16	3	31
Slc22a19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4
Slc22a22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a23	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0
Slc22a26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a29	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Slc22a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Slc22a5	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	7
Slc22a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc23a1	0	1	2	0	0	4	4	6	2	1	0	1	6	51	1	8
Slc23a2	2	4	2	0	6	3	1	8	6	2	2	7	3	9	3	42
Slc23a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc23a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc24a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc24a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc24a3	0	0	0	2	0	0	0	0	1	0	0	1	1	4	1	3
Slc24a4	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0
Slc24a5	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a1	3	18	35	63	1	17	70	110	24	31	45	122	45	56	40	303
Slc25a10	0	0	0	1	0	0	0	2	0	0	0	2	2	7	0	1
Slc25a11	3	9	8	54	4	12	14	50	11	23	16	32	27	56	10	160
Slc25a12	1	1	7	6	1	3	4	4	2	2	2	11	2	2	6	40
Slc25a13	0	2	1	0	0	0	1	0	1	1	0	0	1	0	0	0
Slc25a14	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	2
Slc25a15	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	2
Slc25a16	0	0	0	1	0	0	0	1	1	0	1	1	0	0	2	2
Slc25a17	1	1	2	1	0	0	1	3	1	0	1	2	0	0	1	7
Slc25a18	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1
Slc25a19	0	1	4	11	2	11	12	24	3	6	13	12	10	17	3	62
Slc25a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a20	0	2	6	7	0	4	4	13	2	4	7	16	4	4	5	23
Slc25a21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a22	0	2	9	18	1	4	19	50	5	6	9	31	10	7	6	78
Slc25a23	1	0	2	0	0	0	6	7	4	0	0	0	0	9	1	1
Slc25a24	0	0	1	2	0	0	0	4	1	0	2	4	1	0	2	25
Slc25a25	0	2	1	12	0	2	8	17	1	1	3	12	5	8	3	25
Slc25a26	0	0	1	0	0	1	1	4	0	2	1	2	2	3	1	8
Slc25a27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a28	5	7	24	96	0	22	42	99	20	35	52	85	58	56	16	200
Slc25a29	0	3	1	2	1	4	2	3	0	3	2	1	6	19	1	1
Slc25a3	5	16	19	40	2	15	29	103	16	22	20	143	10	50	23	470
Slc25a30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a31	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Slc25a32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a33	0	1	2	2	0	2	5	11	3	2	1	9	2	7	1	27
Slc25a34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a35	0	0	0	0	0	1	0	2	0	0	0	0	1	2	0	1
Slc25a36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a37	4	0	1	0	1	0	2	2	1	0	0	6	0	1	2	1
Slc25a38	0	5	10	14	1	5	15	34	6	6	5	32	7	20	8	73
Slc25a39	1	7	30	47	2	21	54	152	31	26	16	133	29	79	32	333
Slc25a4	1	6	5	11	1	9	7	27	5	3	6	36	7	16	10	121
Slc25a40	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Slc25a41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a42	0	1	3	2	0	3	1	9	1	2	0	2	2	5	1	8
Slc25a43	0	0	0	2	0	0	0	1	0	1	2	1	0	0	0	8
Slc25a44	0	0	4	2	0	0	0	5	1	0	0	3	0	2	1	10
Slc25a45	0	1	4	8	1	3	6	28	3	4	1	20	0	2	1	62
Slc25a46	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2
Slc25a47	1	0	1	1	0	0	0	2	0	0	1	2	1	3	1	1
Slc25a48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a5	2	3	5	8	1	7	3	15	3	3	3	27	6	13	6	90
Slc25a51	1	6	9	26	0	12	10	27	9	24	28	17	14	37	5	85
Slc25a53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc26a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc26a10	0	1	3	5	0	1	7	7	12	13	8	7	7	5	5	7
Slc26a11	0	0	1	2	0	0	0	2	0	0	0	1	0	0	0	5
Slc26a2	0	0	3	3	0	5	5	17	7	2	3	18	7	18	6	33
Slc26a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc26a4	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Slc26a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc26a6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc26a7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Slc26a8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc26a9	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
Slc27a1	1	1	6	10	1	4	12	15	3	6	5	33	2	15	5	112
Slc27a2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Slc27a3	0	0	0	0	0	2	1	7	0	2	3	1	2	6	0	7
Slc27a4	0	0	1	0	1	2	3	4	0	0	0	2	4	5	0	15
Slc27a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc27a6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
Slc28a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc28a2	0	0	2	3	0	2	1	18	0	0	1	6	1	3	1	19
Slc28a2b	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2
Slc28a3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Slc29a1	0	7	25	47	0	10	27	78	12	33	20	101	22	20	8	304
Slc29a2	0	0	0	0	0	0	0	3	0	0	1	2	1	0	0	2
Slc29a3	0	7	14	17	0	6	14	43	9	15	11	65	25	25	12	188
Slc29a4	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1
Slc2a1	1	1	3	2	1	3	3	7	1	4	4	12	3	9	3	51
Slc2a10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc2a12	0	0	1	1	1	0	0	0	1	0	0	0	0	4	0	0
Slc2a13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc2a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc2a3	0	0	1	0	0	0	0	7	0	0	0	0	0	2	0	1
Slc2a4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Slc2a4rg-ps	0	0	1	8	2	2	4	15	1	2	1	6	2	6	2	17
Slc2a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc2a6	0	2	7	12	1	7	5	30	0	8	9	21	6	5	5	69
Slc2a7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Slc2a8	0	2	4	13	0	6	6	20	1	2	6	19	5	9	3	36
Slc2a9	0	2	10	7	0	4	2	4	0	0	3	5	2	2	1	13
Slc30a1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	5
Slc30a10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc30a2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Slc30a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc30a4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Slc30a5	1	3	0	1	0	0	0	1	0	0	1	2	0	1	0	4
Slc30a6	0	0	1	3	0	0	0	0	0	0	0	2	1	0	0	7
Slc30a7	0	1	1	0	0	0	0	2	0	0	0	0	1	0	0	4
Slc30a8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc30a9	2	12	21	41	1	16	35	65	17	30	36	52	29	52	20	140
Slc31a1	1	1	0	0	0	0	1	5	1	1	0	2	1	2	0	12
Slc31a2	0	2	1	10	0	1	3	12	1	14	5	33	4	7	3	172
Slc32a1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Slc33a1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
Slc34a1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Slc34a2	1	11	4	6	2	13	29	78	37	1	0	9	3	11	5	10
Slc34a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35a1	1	1	0	1	0	0	0	3	2	0	0	3	0	3	0	8
Slc35a2	1	1	0	8	0	7	7	14	1	6	2	8	9	21	3	48
Slc35a3	2	1	4	0	0	3	0	3	1	0	0	2	0	4	1	11
Slc35a4	0	7	2	7	0	5	6	36	6	5	3	15	3	8	6	71
Slc35a5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Slc35b1	0	2	2	5	0	1	5	10	2	3	1	10	3	5	0	23
Slc35b2	1	16	24	58	0	13	41	69	21	28	53	61	27	39	35	200
Slc35b3	1	0	0	2	1	0	1	1	2	0	0	1	0	1	0	1
Slc35b4	0	1	1	2	0	1	0	0	0	1	0	3	0	3	0	7
Slc35c1	0	1	1	6	0	1	3	6	2	3	1	20	1	4	2	44
Slc35c2	13	44	120	104	0	42	135	245	77	62	118	199	105	74	93	517
Slc35d1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
Slc35d2	0	0	0	0	0	0	1	3	0	0	0	1	0	1	2	1
Slc35d3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35e1	0	0	1	2	0	4	6	19	3	3	2	3	5	5	1	20
Slc35e2	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1
Slc35e3	0	0	0	5	0	2	2	7	2	4	3	5	5	22	0	17
Slc35e4	2	2	13	14	1	7	32	44	5	13	18	24	9	32	18	72
Slc35f1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Slc35f2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35f4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35f5	1	0	0	3	0	0	2	3	2	0	0	6	0	4	0	9
Slc35f6	0	0	1	5	0	1	1	15	2	1	3	10	2	3	0	35
Slc35g1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0
Slc35g2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Slc35g3	0	0	0	1	0	0	0	0	0	1	0	1	0	4	0	0
Slc36a1	0	1	1	4	1	1	0	7	0	4	0	11	5	4	2	61
Slc36a1os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc36a2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Slc36a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc36a4	1	0	1	2	1	1	1	0	0	0	0	3	0	1	1	2
Slc37a1	0	3	7	10	1	12	11	19	2	2	4	14	8	27	4	36
Slc37a2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	8
Slc37a3	0	0	0	0	0	0	3	5	1	0	0	3	0	0	0	9
Slc37a4	0	1	2	14	2	4	5	9	1	2	1	14	8	9	5	40
Slc38a1	0	0	0	2	1	1	3	1	0	2	0	1	2	0	1	2
Slc38a10	1	19	17	18	1	15	32	46	16	13	30	67	33	51	23	161
Slc38a11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc38a2	0	3	2	3	1	1	2	4	3	2	4	4	3	2	0	6
Slc38a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc38a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc38a5	0	0	0	0	0	3	2	2	0	0	0	1	0	1	0	0
Slc38a6	0	2	5	6	1	2	9	29	5	6	11	21	8	13	4	39
Slc38a7	0	3	5	16	1	0	3	27	5	8	2	12	11	7	4	91
Slc38a8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc38a9	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
Slc39a1	3	7	13	50	2	9	25	57	17	29	19	68	39	25	13	224
Slc39a10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc39a11	0	1	1	0	0	0	1	0	0	3	0	6	2	2	0	7
Slc39a12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Slc39a13	0	5	15	28	0	5	34	67	14	18	5	61	21	19	14	125
Slc39a14	1	1	4	2	0	0	1	6	1	2	0	6	2	2	1	13
Slc39a2	0	2	5	1	0	1	6	5	1	2	1	13	2	4	2	63
Slc39a3	1	4	2	2	1	0	4	11	1	1	5	9	8	4	1	34
Slc39a4	1	2	1	0	1	2	0	4	5	1	0	1	0	30	0	2
Slc39a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc39a6	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	4
Slc39a7	1	25	68	60	1	46	98	209	40	49	54	211	74	110	69	507
Slc39a8	0	0	1	0	0	1	1	2	1	0	0	0	0	1	0	0
Slc39a9	0	0	0	1	0	0	1	5	0	0	0	2	1	3	0	11
Slc3a1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Slc3a2	1	3	12	17	0	14	16	87	9	8	2	50	9	26	2	223
Slc40a1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1
Slc41a1	0	0	2	7	0	1	3	23	4	3	6	17	3	9	3	52
Slc41a2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
Slc41a3	0	1	8	9	0	2	4	14	1	3	7	22	3	7	11	48
Slc43a1	0	0	0	0	0	1	0	3	0	0	1	0	1	1	0	0
Slc43a2	0	7	5	15	1	10	13	39	0	19	6	39	20	47	14	147
Slc43a3	0	1	0	0	0	0	4	5	1	0	0	2	0	0	1	2
Slc44a1	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0
Slc44a2	1	7	10	47	7	21	22	97	3	13	18	31	21	26	13	108
Slc44a3	0	0	0	0	0	2	0	3	1	0	0	0	0	6	0	2
Slc44a4	0	2	1	1	0	8	0	1	0	0	0	0	0	28	0	3
Slc44a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc45a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc45a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc45a3	0	1	0	0	1	0	0	0	0	0	0	0	0	6	0	1
Slc45a4	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2
Slc46a1	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	8
Slc46a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc46a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc47a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc47a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc48a1	0	15	17	57	0	17	38	101	21	56	50	170	47	51	38	625
Slc49a4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Slc4a1	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0
Slc4a10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc4a11	0	0	0	1	0	0	1	1	0	0	0	2	0	2	0	5
Slc4a1ap	0	0	1	1	0	1	1	2	1	0	1	3	1	1	2	14
Slc4a2	5	7	40	39	2	28	78	145	26	28	39	75	38	86	23	153
Slc4a3	0	1	0	1	0	5	1	5	0	1	0	1	0	14	0	3
Slc4a4	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
Slc4a5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Slc4a7	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0
Slc4a8	0	0	0	1	0	1	0	3	0	0	0	0	0	10	0	0
Slc4a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc50a1	1	1	2	4	1	4	5	26	6	3	3	15	3	9	5	78
Slc51a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc51b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc52a2	0	0	0	0	0	1	1	3	0	0	2	0	0	1	2	3
Slc52a3	0	0	3	4	0	0	5	14	2	2	2	11	2	9	0	11
Slc5a1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0
Slc5a10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Slc5a11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Slc5a12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Slc5a4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Slc5a6	0	1	1	0	0	1	0	2	0	1	0	2	0	0	0	7
Slc5a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc66a2	1	3	7	21	0	10	18	50	5	4	2	44	10	18	3	111
Slc6a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a12	0	0	0	0	0	0	0	2	1	0	0	5	0	0	0	4
Slc6a13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Slc6a14	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
Slc6a15	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Slc6a16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a19os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a2	0	1	0	0	0	1	0	5	0	1	0	0	0	4	0	2
Slc6a20a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a20b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Slc6a21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Slc6a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a4	0	1	0	0	0	1	2	2	0	1	1	1	0	0	1	12
Slc6a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a6	0	4	5	4	1	3	8	8	4	0	1	32	5	3	2	64
Slc6a7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Slc6a8	1	0	0	1	1	1	3	4	1	4	1	13	7	9	7	83
Slc6a9	0	0	1	1	4	6	3	8	0	1	2	0	2	30	1	8
Slc7a1	1	2	0	7	4	0	1	8	1	3	0	1	0	0	0	7
Slc7a10	0	3	0	2	5	4	1	10	0	1	3	0	0	2	0	0
Slc7a11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
Slc7a12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a2	1	6	44	47	2	15	52	119	20	50	30	308	36	37	52	947
Slc7a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Slc7a4	0	2	4	4	0	7	6	11	2	8	9	13	13	32	6	25
Slc7a5	0	1	2	0	0	4	10	23	2	3	0	10	3	1	1	11
Slc7a6	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1
Slc7a6os	0	1	6	13	0	0	5	21	1	3	5	15	5	3	6	33
Slc7a7	0	3	10	21	1	10	5	26	1	15	13	20	13	21	5	83
Slc7a8	0	0	4	6	0	0	6	14	0	1	4	14	2	3	7	57
Slc7a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc8a1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Slc8a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc8a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc8b1	2	3	21	15	0	9	32	81	27	24	9	123	37	30	14	315
Slc9a1	0	2	4	13	3	5	8	30	3	5	5	18	5	16	6	78
Slc9a2	0	0	1	0	0	0	1	2	0	0	0	4	0	0	0	4
Slc9a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a3r1	3	3	18	34	1	11	28	45	17	15	55	56	31	85	19	179
Slc9a3r2	5	7	7	8	3	38	29	129	6	5	6	32	12	29	10	85
Slc9a4	0	3	3	1	0	0	0	1	1	0	3	6	0	0	0	12
Slc9a5	0	4	8	10	1	2	11	16	1	1	2	6	3	3	4	18
Slc9a6	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1
Slc9a7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Slc9a8	3	19	29	30	1	16	68	105	38	11	18	58	30	47	23	151
Slc9a9	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	5
Slc9b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco1a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco1a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco1a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco1a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco1b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco1c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco2a1	1	0	2	1	0	1	4	8	2	0	1	0	2	3	0	3
Slco2b1	0	1	1	3	0	1	6	12	2	4	3	12	1	2	6	68
Slco3a1	1	0	0	1	1	2	2	3	1	0	0	7	1	6	2	35
Slco4a1	0	0	0	0	0	0	0	2	0	0	1	1	1	0	0	4
Slco4c1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
Slco5a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco6b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco6c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco6d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slf1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Slf2	0	4	8	6	0	3	8	16	6	0	10	26	6	8	3	74
Slfn1	0	0	2	3	0	1	1	14	0	3	2	1	1	4	0	15
Slfn10-ps	0	0	1	0	0	0	1	4	1	1	0	1	1	1	1	13
Slfn14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slfn2	55	179	290	331	8	172	491	904	316	376	580	874	634	399	320	1894
Slfn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slfn4	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3
Slfn5	2	0	0	0	0	0	0	5	0	0	1	0	0	1	0	2
Slfn5os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slfn8	0	0	0	0	0	0	1	2	3	1	0	4	2	1	1	17
Slfn9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slfnl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slirp	0	1	1	0	0	0	1	0	1	0	1	3	0	3	2	6
Slit1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Slit2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slit3	0	0	0	1	0	2	0	2	0	0	0	1	0	1	1	0
Slitrk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slitrk2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slitrk3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slitrk4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slitrk5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slitrk6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slk	0	0	0	0	0	0	0	6	2	0	1	4	0	1	0	9
Slmap	0	0	2	1	0	0	1	0	1	1	0	5	0	0	0	2
Sln	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slpi	6	58	169	320	1	66	231	543	145	360	191	1259	312	350	200	4486
Sltm	0	1	2	1	2	1	4	3	0	0	2	8	2	2	3	17
Slu7	0	0	0	0	0	0	0	1	0	1	0	4	0	1	0	9
Slurp1	0	0	0	0	0	0	0	0	1	1	0	0	0	9	0	5
Slurp2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Slx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
